Raw_Dist,RX_Power,FP_Power,Quality,True_Distance
0.52,-68.57,-73.53,162.94,0.508
0.49,-68.95,-73.34,143.38,0.508
0.49,-69.17,-73.58,147.9,0.508
0.5,-68.46,-74.34,179.8,0.508
0.52,-68.32,-72.83,161.42,0.508
0.48,-68.83,-73.23,143.48,0.508
0.49,-68.67,-72.98,178.27,0.508
0.52,-68.95,-75.15,167.95,0.508
0.51,-68.1,-73.23,162.21,0.508
0.49,-68.26,-72.59,141.2,0.508
0.51,-69.11,-73.8,163.77,0.508
0.51,-68.46,-75.03,175.3,0.508
0.53,-68.5,-74.02,193.15,0.508
0.51,-68.31,-72.98,191.98,0.508
0.48,-67.96,-72.79,154.75,0.508
0.53,-68.33,-73.08,178.66,0.508
0.53,-68.63,-75.38,204.78,0.508
0.55,-67.71,-73.23,184.64,0.508
0.5,-68.08,-73.05,161.65,0.508
0.48,-68.7,-73.69,165.95,0.508
0.54,-68.53,-75.77,197.5,0.508
0.54,-68.37,-74.68,180.5,0.508
0.52,-68.31,-73.36,156.92,0.508
0.51,-68.45,-73.64,175.68,0.508
0.51,-68.01,-74.61,202.35,0.508
0.55,-69.0,-74.49,203.08,0.508
0.54,-68.47,-73.84,168.82,0.508
0.51,-68.19,-73.36,162.23,0.508
0.49,-68.55,-73.3,189.23,0.508
0.55,-68.1,-74.59,221.56,0.508
0.56,-67.8,-73.67,180.84,0.508
0.51,-68.4,-73.77,154.44,0.508
0.51,-68.29,-73.33,166.02,0.508
0.53,-68.51,-74.03,203.86,0.508
0.54,-67.73,-73.84,183.16,0.508
0.51,-68.57,-73.81,157.33,0.508
0.5,-68.25,-73.43,183.77,0.508
0.55,-68.83,-75.26,225.97,0.508
0.55,-68.18,-73.52,178.48,0.508
0.53,-68.52,-73.98,154.6,0.508
0.51,-68.73,-73.91,166.07,0.508
0.53,-68.48,-73.6,192.18,0.508
0.55,-69.03,-74.62,209.33,0.508
0.56,-68.7,-74.06,171.57,0.508
0.52,-68.05,-73.05,142.09,0.508
0.51,-68.95,-73.81,170.82,0.508
0.53,-68.22,-74.52,212.17,0.508
0.56,-69.01,-74.38,151.98,0.508
0.52,-69.03,-74.24,132.59,0.508
0.51,-68.82,-73.38,183.2,0.508
0.53,-68.63,-74.24,194.4,0.508
0.56,-68.46,-73.59,142.08,0.508
0.49,-69.44,-74.58,128.18,0.508
0.5,-69.69,-74.92,163.05,0.508
0.53,-68.72,-74.74,175.64,0.508
0.53,-69.09,-74.16,155.46,0.508
0.51,-68.07,-72.94,122.95,0.508
0.5,-69.05,-74.01,130.12,0.508
0.49,-68.85,-73.2,179.77,0.508
0.56,-68.92,-73.85,175.84,0.508
0.53,-68.06,-72.85,132.55,0.508
0.49,-68.39,-73.2,134.53,0.508
0.49,-69.43,-74.42,150.65,0.508
0.53,-68.19,-73.35,144.95,0.508
0.53,-68.85,-73.96,132.29,0.508
0.49,-69.74,-74.76,147.42,0.508
0.53,-69.18,-73.98,168.64,0.508
0.55,-68.55,-73.33,159.92,0.508
0.49,-68.38,-72.97,129.67,0.508
0.5,-68.59,-72.89,163.85,0.508
0.49,-69.02,-73.29,160.23,0.508
0.54,-68.68,-73.56,162.83,0.508
0.53,-68.33,-73.34,137.89,0.508
0.51,-68.44,-73.13,133.02,0.508
0.48,-68.88,-73.29,160.67,0.508
0.54,-68.69,-73.67,155.19,0.508
0.53,-68.74,-73.26,170.59,0.508
0.48,-68.26,-72.88,132.38,0.508
0.47,-69.29,-73.95,157.42,0.508
0.56,-68.78,-74.2,155.54,0.508
0.5,-68.35,-72.87,136.75,0.508
0.48,-69.2,-73.7,143.54,0.508
0.51,-68.61,-73.43,173.25,0.508
0.54,-69.04,-73.71,153.87,0.508
0.51,-69.03,-74.15,130.16,0.508
0.49,-69.15,-74.06,142.5,0.508
0.51,-69.29,-74.12,169.8,0.508
0.53,-68.96,-73.58,156.71,0.508
0.52,-68.29,-72.82,130.53,0.508
0.49,-68.98,-73.62,131.41,0.508
0.49,-68.44,-72.91,156.73,0.508
0.54,-69.29,-74.13,184.05,0.508
0.53,-68.93,-74.12,122.63,0.508
0.5,-68.63,-73.17,148.0,0.508
0.51,-69.37,-74.94,158.96,0.508
0.53,-68.43,-72.9,141.64,0.508
0.49,-69.07,-74.0,124.32,0.508
0.48,-68.97,-73.12,175.18,0.508
0.52,-68.66,-73.84,177.59,0.508
0.55,-68.51,-72.9,139.18,0.508
0.51,-68.96,-73.84,122.78,0.508
0.47,-69.29,-73.56,157.54,0.508
0.51,-69.16,-74.36,176.82,0.508
0.53,-68.58,-72.92,149.98,0.508
0.49,-68.32,-72.85,129.98,0.508
0.49,-68.74,-72.8,159.54,0.508
0.52,-68.9,-74.61,157.6,0.508
0.53,-68.77,-73.03,136.02,0.508
0.49,-68.72,-73.36,131.03,0.508
0.51,-69.29,-74.9,175.68,0.508
0.53,-69.23,-74.21,132.29,0.508
0.49,-68.47,-72.93,128.18,0.508
0.47,-69.12,-73.24,147.85,0.508
0.51,-69.13,-73.82,194.82,0.508
0.53,-68.57,-72.79,138.18,0.508
0.49,-69.04,-73.63,155.17,0.508
0.47,-69.0,-73.25,134.7,0.508
0.49,-68.55,-74.42,153.96,0.508
0.51,-68.65,-72.89,136.2,0.508
0.5,-68.56,-72.72,139.7,0.508
0.47,-68.61,-72.93,142.77,0.508
0.5,-69.32,-74.58,172.16,0.508
0.54,-68.46,-72.58,139.23,0.508
0.5,-68.91,-73.08,145.63,0.508
0.49,-69.33,-75.82,139.77,0.508
0.56,-69.43,-74.19,135.06,0.508
0.49,-68.5,-72.74,131.42,0.508
0.46,-69.23,-73.76,143.96,0.508
0.5,-69.69,-74.75,150.65,0.508
0.52,-69.01,-73.7,123.15,0.508
0.51,-68.6,-72.87,140.25,0.508
0.48,-69.06,-73.05,147.58,0.508
0.49,-68.42,-74.37,152.81,0.508
0.53,-68.89,-73.34,144.48,0.508
0.48,-68.55,-72.79,137.68,0.508
0.47,-68.52,-73.04,155.04,0.508
0.5,-68.86,-73.49,163.1,0.508
0.51,-68.37,-72.74,125.91,0.508
0.47,-68.96,-73.12,137.98,0.508
0.5,-69.61,-75.28,167.02,0.508
0.55,-69.13,-73.63,143.65,0.508
0.51,-69.2,-73.88,129.39,0.508
0.47,-69.1,-73.71,145.85,0.508
0.49,-69.16,-74.44,174.16,0.508
0.55,-69.01,-73.03,148.67,0.508
0.49,-68.97,-73.06,136.68,0.508
0.47,-68.78,-72.73,161.98,0.508
0.5,-69.4,-75.22,149.62,0.508
0.5,-69.03,-73.44,157.27,0.508
0.48,-69.04,-73.65,128.93,0.508
0.49,-69.46,-74.17,141.79,0.508
0.53,-68.84,-73.03,151.69,0.508
0.5,-68.48,-72.91,133.18,0.508
0.47,-68.64,-72.88,162.56,0.508
0.52,-69.04,-73.49,148.46,0.508
0.5,-68.94,-73.6,124.57,0.508
0.48,-68.94,-72.97,150.13,0.508
0.5,-69.81,-75.46,163.66,0.508
0.53,-68.88,-73.48,144.5,0.508
0.51,-68.85,-73.02,158.33,0.508
0.47,-69.18,-73.28,157.06,0.508
0.49,-69.1,-74.19,161.29,0.508
0.53,-69.44,-73.94,129.02,0.508
0.49,-68.45,-72.78,132.43,0.508
0.49,-69.97,-74.14,143.08,0.508
0.5,-69.1,-73.5,157.02,0.508
0.49,-68.53,-72.68,140.87,0.508
0.47,-69.14,-73.47,140.79,0.508
0.51,-68.64,-73.4,160.54,0.508
0.52,-69.25,-73.84,133.93,0.508
0.48,-68.79,-72.99,150.75,0.508
0.51,-68.69,-74.16,162.79,0.508
0.55,-68.69,-73.03,159.42,0.508
0.5,-68.56,-72.75,136.84,0.508
0.47,-68.68,-72.87,138.75,0.508
0.5,-69.26,-74.36,173.14,0.508
0.54,-68.64,-72.77,127.93,0.508
0.48,-68.62,-72.97,125.39,0.508
0.49,-69.13,-73.28,151.58,0.508
0.51,-68.99,-72.14,138.41,0.508
0.49,-69.84,-75.6,121.23,0.508
0.5,-68.93,-74.19,129.23,0.508
0.48,-68.84,-73.6,151.65,0.508
0.51,-68.65,-72.49,140.5,0.508
0.49,-68.86,-72.15,130.47,0.508
0.48,-68.93,-74.27,132.95,0.508
0.5,-69.22,-74.26,145.17,0.508
0.48,-68.29,-72.82,144.57,0.508
0.52,-68.83,-72.14,130.22,0.508
0.48,-69.08,-74.44,122.36,0.508
0.49,-69.26,-74.28,145.73,0.508
0.49,-68.92,-72.75,140.29,0.508
0.51,-69.84,-73.24,129.3,0.508
0.48,-69.82,-75.25,123.48,0.508
0.48,-69.12,-74.16,136.0,0.508
0.46,-68.87,-73.29,135.29,0.508
0.5,-68.84,-72.24,138.77,0.508
0.5,-69.5,-75.07,117.33,0.508
0.48,-69.73,-74.97,125.98,0.508
0.49,-68.75,-73.57,140.95,0.508
0.49,-68.85,-72.62,136.41,0.508
0.5,-69.73,-75.3,121.27,0.508
0.49,-68.96,-74.21,122.61,0.508
0.48,-69.73,-74.63,153.75,0.508
0.53,-69.03,-72.46,144.23,0.508
0.48,-69.95,-75.57,119.05,0.508
0.49,-69.63,-74.67,128.82,0.508
0.47,-68.87,-73.51,137.37,0.508
0.53,-69.22,-72.72,132.89,0.508
0.49,-68.87,-74.3,128.9,0.508
0.5,-68.69,-73.91,123.84,0.508
0.49,-68.79,-73.63,151.08,0.508
0.5,-68.59,-72.53,149.02,0.508
0.51,-68.89,-72.13,129.88,0.508
0.49,-68.8,-74.1,124.27,0.508
0.48,-69.68,-74.6,142.4,0.508
0.46,-68.55,-72.95,142.23,0.508
0.5,-69.35,-72.97,125.97,0.508
0.49,-68.85,-74.12,124.89,0.508
0.48,-68.7,-73.37,142.91,0.508
0.51,-69.42,-72.67,134.27,0.508
0.49,-69.18,-74.65,118.59,0.508
0.5,-69.4,-74.51,124.68,0.508
0.47,-68.62,-73.19,160.0,0.508
0.52,-68.88,-72.14,129.73,0.508
0.49,-69.05,-74.52,115.75,0.508
0.51,-70.16,-75.39,111.42,0.508
0.49,-68.86,-73.47,149.44,0.508
0.49,-68.37,-72.57,141.54,0.508
0.51,-68.86,-72.07,127.15,0.508
0.49,-68.93,-74.19,129.35,0.508
0.47,-68.81,-73.68,137.86,0.508
0.5,-68.5,-72.61,141.59,0.508
0.49,-69.45,-74.9,118.14,0.508
0.5,-68.82,-73.62,128.08,0.508
0.47,-69.38,-73.97,135.86,0.508
0.5,-69.21,-72.4,125.2,0.508
0.47,-69.84,-75.03,119.23,0.508
0.49,-69.42,-74.27,146.62,0.508
0.47,-68.74,-72.42,138.52,0.508
0.49,-69.03,-74.57,119.41,0.508
0.5,-68.82,-73.98,130.32,0.508
0.49,-68.99,-73.63,146.58,0.508
0.47,-68.45,-72.18,133.93,0.508
0.5,-69.72,-75.43,116.33,0.508
0.5,-68.96,-74.11,127.02,0.508
0.48,-68.79,-73.59,137.93,0.508
0.51,-69.25,-73.07,136.39,0.508
0.49,-69.32,-74.72,124.47,0.508
0.51,-68.99,-73.98,125.63,0.508
0.47,-69.14,-73.89,129.3,0.508
0.5,-68.98,-74.69,119.58,0.508
0.51,-69.97,-75.08,114.36,0.508
0.48,-68.96,-73.49,159.19,0.508
0.51,-68.61,-72.27,121.14,0.508
0.47,-68.85,-74.39,121.56,0.508
0.5,-69.52,-74.42,125.68,0.508
0.47,-68.46,-72.92,129.95,0.508
0.51,-69.08,-72.72,127.98,0.508
0.55,-69.18,-72.12,128.5,0.508
0.52,-68.98,-73.87,128.08,0.508
0.45,-68.5,-73.25,151.81,0.508
0.53,-69.01,-72.09,123.67,0.508
0.52,-68.96,-74.3,127.67,0.508
0.47,-68.9,-73.5,135.5,0.508
0.51,-68.74,-72.36,150.83,0.508
0.56,-69.88,-72.95,120.09,0.508
0.53,-70.08,-75.41,120.42,0.508
0.48,-69.01,-73.54,115.97,0.508
0.53,-69.1,-72.14,120.81,0.508
0.54,-69.94,-73.1,124.32,0.508
0.52,-69.24,-73.99,136.09,0.508
0.51,-69.14,-73.19,133.04,0.508
0.55,-69.44,-72.86,126.82,0.508
0.54,-69.56,-73.16,127.28,0.508
0.53,-69.15,-74.28,119.83,0.508
0.53,-68.47,-72.16,127.62,0.508
0.56,-69.51,-75.21,128.77,0.508
0.55,-69.17,-74.78,123.08,0.508
0.51,-69.23,-73.25,128.65,0.508
0.58,-69.42,-73.39,132.25,0.508
0.52,-68.97,-75.07,129.37,0.508
0.53,-68.24,-72.88,164.08,0.508
0.58,-68.81,-72.36,161.5,0.508
0.58,-68.65,-74.47,164.46,0.508
0.53,-68.92,-74.19,204.75,0.508
0.58,-68.59,-72.95,188.62,0.508
0.58,-68.45,-73.27,184.32,0.508
0.58,-68.8,-74.67,208.75,0.508
0.58,-68.2,-73.58,221.06,0.508
0.59,-68.27,-73.31,240.53,0.508
0.59,-68.73,-73.59,197.87,0.508
0.61,-68.47,-75.07,200.48,0.508
0.63,-67.75,-74.48,273.89,0.508
0.62,-68.87,-74.13,180.12,0.508
0.64,-68.64,-73.32,230.84,0.508
0.69,-68.5,-73.29,264.71,0.508
0.66,-69.0,-75.56,245.11,0.508
0.7,-69.08,-74.86,227.41,0.508
0.71,-69.66,-75.43,244.29,0.508
0.72,-69.9,-75.51,216.56,0.508
0.75,-70.26,-77.49,223.37,0.508
0.9,-70.58,-75.27,258.04,0.508
0.91,-70.36,-75.53,261.07,0.508
1.07,-69.98,-75.02,236.06,0.508
1.09,-70.03,-75.38,278.54,0.508
1.13,-70.21,-76.88,367.6,0.508
1.05,-70.38,-75.54,299.87,0.508
0.91,-70.04,-83.19,162.87,0.508
0.89,-70.81,-77.17,254.0,0.508
0.97,-70.14,-77.0,349.2,0.508
0.96,-70.56,-75.18,232.09,0.508
0.93,-70.82,-75.62,322.96,0.508
0.93,-70.7,-76.53,266.93,0.508
0.84,-71.52,-89.09,77.05,0.508
0.87,-71.02,-75.35,310.96,0.508
1.09,-70.5,-74.46,275.64,0.508
1.11,-71.38,-75.77,258.89,0.508
1.09,-70.73,-74.68,250.12,0.508
1.05,-70.3,-74.01,241.91,0.508
0.97,-69.97,-74.88,306.67,0.508
0.92,-69.66,-73.46,332.67,0.508
0.88,-69.19,-74.22,269.46,0.508
0.82,-68.96,-73.97,323.58,0.508
0.79,-68.75,-75.21,272.07,0.508
0.76,-68.71,-73.5,259.36,0.508
0.72,-68.61,-72.82,232.78,0.508
0.72,-68.33,-74.89,243.66,0.508
0.63,-68.13,-73.49,266.89,0.508
0.66,-67.74,-72.73,237.31,0.508
0.67,-68.44,-74.64,220.86,0.508
0.61,-68.47,-73.99,240.47,0.508
0.62,-68.4,-73.23,215.0,0.508
0.63,-68.47,-75.5,210.86,0.508
0.61,-68.22,-74.32,203.11,0.508
0.59,-68.59,-73.17,208.47,0.508
0.6,-68.62,-74.85,209.14,0.508
0.57,-68.45,-73.23,210.28,0.508
0.6,-68.41,-73.11,182.7,0.508
0.57,-68.97,-74.45,160.29,0.508
0.56,-68.64,-74.32,201.25,0.508
0.55,-67.84,-72.55,216.44,0.508
0.56,-68.65,-72.84,168.23,0.508
0.57,-69.26,-74.13,210.03,0.508
0.55,-68.86,-73.78,173.64,0.508
0.58,-68.97,-72.75,155.02,0.508
0.56,-69.11,-74.37,177.16,0.508
0.55,-68.43,-72.82,183.2,0.508
0.6,-68.75,-72.18,180.5,0.508
0.55,-69.08,-74.29,163.94,0.508
0.54,-69.6,-74.06,178.82,0.508
0.58,-69.23,-72.9,157.5,0.508
0.58,-69.21,-74.09,173.93,0.508
0.53,-69.16,-73.46,174.43,0.508
0.56,-68.99,-72.43,136.73,0.508
0.56,-69.43,-74.48,161.58,0.508
0.55,-68.83,-73.55,149.94,0.508
0.5,-68.6,-72.41,137.84,0.508
0.58,-69.15,-72.18,148.71,0.508
0.56,-69.48,-74.27,137.96,0.508
0.53,-69.58,-74.08,141.35,0.508
0.6,-68.71,-71.96,137.05,0.508
0.56,-69.58,-74.46,132.05,0.508
0.53,-69.62,-73.98,136.12,0.508
0.53,-69.74,-73.03,127.25,0.508
0.56,-69.36,-74.39,126.8,0.508
0.53,-68.79,-73.18,134.98,0.508
0.55,-69.81,-73.11,127.27,0.508
0.56,-69.66,-74.68,127.07,0.508
0.53,-69.15,-73.58,136.41,0.508
0.5,-68.76,-72.24,121.95,0.508
0.56,-69.49,-74.51,125.97,0.508
0.53,-70.03,-74.92,121.67,0.508
0.5,-68.49,-73.23,168.8,0.508
0.54,-69.68,-72.57,126.2,0.508
0.53,-69.06,-73.99,121.5,0.508
0.5,-68.62,-72.81,139.34,0.508
0.52,-69.42,-72.69,121.11,0.508
0.54,-69.04,-74.02,122.52,0.508
0.49,-68.92,-73.07,134.27,0.508
0.53,-69.27,-72.28,136.18,0.508
0.55,-68.83,-73.65,125.17,0.508
0.47,-69.06,-73.32,165.61,0.508
0.5,-68.79,-71.88,132.45,0.508
0.53,-69.64,-74.76,118.03,0.508
0.49,-68.47,-73.24,158.15,0.508
0.5,-68.71,-72.34,158.75,0.508
0.52,-69.73,-75.1,125.62,0.508
0.5,-69.67,-74.25,125.2,0.508
0.5,-68.45,-72.24,175.2,0.508
0.54,-68.94,-74.33,131.25,0.508
0.51,-69.11,-74.08,136.46,0.508
0.5,-68.4,-72.56,164.75,0.508
0.5,-69.32,-74.84,127.18,0.508
0.5,-68.72,-73.38,128.33,0.508
0.49,-69.35,-73.62,163.43,0.508
0.51,-69.05,-74.74,132.18,0.508
0.5,-69.25,-74.09,153.67,0.508
0.5,-68.2,-72.21,160.98,0.508
0.51,-69.35,-75.06,132.52,0.508
0.5,-68.66,-73.6,139.52,0.508
0.49,-68.88,-73.85,153.77,0.508
0.49,-68.39,-72.03,164.06,0.508
0.53,-69.43,-75.01,131.5,0.508
0.5,-68.89,-73.58,149.73,0.508
0.49,-68.9,-73.01,151.75,0.508
0.52,-69.35,-75.38,123.83,0.508
0.52,-68.93,-73.5,151.46,0.508
0.5,-68.48,-72.34,159.71,0.508
0.54,-68.8,-74.35,125.42,0.508
0.53,-68.94,-73.9,137.79,0.508
0.5,-68.86,-73.4,137.75,0.508
0.54,-68.56,-73.92,131.45,0.508
0.53,-69.35,-74.42,152.37,0.508
0.51,-68.17,-72.5,180.98,0.508
0.52,-68.83,-72.68,141.38,0.508
0.55,-68.91,-73.94,148.42,0.508
0.52,-68.65,-73.36,161.29,0.508
0.5,-68.5,-72.4,146.85,0.508
0.55,-69.53,-75.54,130.57,0.508
0.53,-68.96,-74.28,134.45,0.508
0.49,-68.39,-73.4,131.86,0.508
0.52,-69.08,-74.34,132.68,0.508
0.52,-69.01,-73.79,181.43,0.508
0.51,-68.88,-73.13,139.12,0.508
0.53,-68.67,-73.84,134.65,0.508
0.52,-68.18,-72.91,147.12,0.508
0.53,-68.49,-72.4,145.38,0.508
0.54,-68.96,-74.22,144.58,0.508
0.52,-68.37,-73.1,159.92,0.508
0.49,-67.77,-71.97,151.65,0.508
0.56,-68.16,-73.17,135.08,0.508
0.52,-68.65,-73.65,156.5,0.508
0.49,-67.63,-72.25,148.71,0.508
0.53,-68.77,-74.48,156.79,0.508
0.53,-68.18,-73.12,152.81,0.508
0.49,-67.7,-72.18,139.02,0.508
0.54,-68.82,-74.32,155.25,0.508
0.51,-68.21,-73.25,170.75,0.508
0.51,-68.01,-74.8,171.86,0.508
0.54,-68.45,-73.52,159.54,0.508
0.52,-68.71,-73.54,180.57,0.508
0.52,-67.69,-72.06,160.92,0.508
0.55,-68.54,-73.85,173.55,0.508
0.5,-68.54,-73.84,182.87,0.508
0.5,-68.06,-72.6,172.84,0.508
0.52,-68.13,-73.32,176.11,0.508
0.57,-68.81,-74.41,130.7,0.508
0.52,-68.58,-73.81,125.98,0.508
0.54,-68.09,-73.48,160.23,0.508
0.56,-68.48,-73.84,148.96,0.508
0.5,-68.19,-72.58,137.96,0.508
0.55,-68.52,-74.64,134.41,0.508
0.56,-68.16,-72.96,150.4,0.508
0.57,-68.15,-72.41,116.87,0.508
0.58,-68.36,-73.98,137.93,0.508
0.54,-67.83,-73.12,210.17,0.508
0.54,-68.31,-73.27,107.75,0.508
0.58,-68.16,-74.78,127.1,0.508
0.54,-67.97,-73.08,149.08,0.508
0.57,-68.1,-72.18,128.52,0.508
0.57,-68.47,-74.98,138.04,0.508
0.55,-68.78,-74.38,150.62,0.508
0.57,-68.23,-73.51,113.09,0.508
0.6,-67.81,-71.99,121.78,0.508
0.56,-67.95,-72.52,145.05,0.508
0.6,-68.04,-72.39,141.16,0.508
0.6,-68.1,-73.92,153.17,0.508
0.56,-68.01,-72.18,162.12,0.508
0.58,-68.2,-74.56,135.0,0.508
0.56,-67.84,-72.89,155.08,0.508
0.56,-67.84,-72.59,127.28,0.508
0.59,-67.75,-72.11,114.88,0.508
0.6,-68.39,-73.99,153.27,0.508
0.56,-68.04,-72.67,160.79,0.508
0.58,-67.74,-72.08,122.0,0.508
0.58,-67.91,-72.7,152.17,0.508
0.57,-68.34,-72.67,147.06,0.508
0.6,-67.97,-72.13,137.09,0.508
0.57,-68.29,-73.13,165.29,0.508
0.52,-67.48,-72.09,132.1,0.508
0.58,-68.13,-73.92,148.33,0.508
0.55,-68.07,-72.91,157.67,0.508
0.56,-68.67,-74.76,144.92,0.508
0.57,-68.82,-74.75,146.65,0.508
0.55,-67.65,-72.26,127.55,0.508
0.56,-68.03,-73.8,150.67,0.508
0.54,-67.88,-73.53,157.44,0.508
0.55,-68.16,-73.48,122.07,0.508
0.57,-68.55,-74.64,146.37,0.508
0.55,-68.2,-72.75,162.81,0.508
0.56,-68.28,-73.46,123.15,0.508
0.58,-68.37,-73.75,154.29,0.508
0.53,-67.92,-72.73,168.04,0.508
0.59,-68.42,-75.68,133.04,0.508
0.56,-68.37,-73.41,151.87,0.508
0.55,-67.57,-72.45,212.0,0.508
0.57,-68.38,-74.07,148.63,0.508
0.52,-67.47,-72.51,214.11,0.508
0.55,-67.51,-72.02,118.57,0.508
0.53,-67.84,-72.74,198.77,0.508
0.53,-67.83,-72.79,174.91,0.508
0.55,-68.78,-75.61,136.38,0.508
0.59,-68.04,-73.49,188.77,0.508
0.53,-67.66,-72.57,208.25,0.508
0.58,-68.11,-74.55,168.11,0.508
0.54,-68.01,-73.74,208.92,0.508
0.56,-67.51,-72.3,219.42,0.508
0.55,-68.53,-74.43,201.5,0.508
0.53,-67.54,-72.96,195.77,0.508
0.58,-67.92,-75.37,186.8,0.508
0.56,-68.46,-74.07,184.2,0.508
0.53,-66.93,-72.07,195.35,0.508
0.58,-68.17,-74.02,192.62,0.508
0.53,-68.38,-73.47,211.28,0.508
0.58,-67.13,-72.21,177.45,0.508
0.55,-68.44,-73.89,187.5,0.508
0.56,-67.35,-72.75,191.98,0.508
0.57,-68.38,-75.13,179.93,0.508
0.57,-68.35,-74.3,182.68,0.508
0.52,-68.38,-73.19,185.2,0.508
0.57,-68.2,-74.22,209.17,0.508
0.55,-67.81,-73.02,217.25,0.508
0.57,-67.76,-72.8,175.36,0.508
0.57,-68.46,-74.4,185.32,0.508
0.55,-67.67,-73.21,189.55,0.508
0.56,-67.81,-72.65,175.66,0.508
0.57,-68.03,-73.33,193.93,0.508
0.59,-67.58,-72.36,220.72,0.508
0.6,-68.59,-74.55,200.86,0.508
0.53,-67.66,-73.28,211.75,0.508
0.56,-67.67,-72.64,169.41,0.508
0.57,-68.04,-73.37,215.58,0.508
0.52,-67.51,-72.39,216.0,0.508
0.54,-68.07,-72.35,177.61,0.508
0.56,-67.95,-73.64,197.7,0.508
0.53,-68.01,-72.61,201.3,0.508
0.6,-68.52,-74.66,188.65,0.508
0.56,-67.94,-73.1,199.57,0.508
0.57,-67.0,-72.33,166.73,0.508
0.58,-68.59,-74.42,204.58,0.508
0.58,-67.41,-72.54,190.4,0.508
0.57,-68.03,-74.13,193.32,0.508
0.53,-68.31,-73.47,194.07,0.508
0.54,-68.3,-75.98,177.85,0.508
0.57,-67.99,-74.09,174.77,0.508
0.55,-67.22,-72.61,190.55,0.508
0.57,-67.85,-72.57,168.25,0.508
0.56,-67.78,-73.69,210.03,0.508
0.56,-67.89,-72.63,193.23,0.508
0.57,-68.12,-73.78,199.1,0.508
0.56,-68.11,-74.11,182.75,0.508
0.56,-68.87,-72.9,185.37,0.508
0.6,-68.55,-73.65,213.14,0.508
0.55,-68.38,-72.78,174.82,0.508
0.59,-68.24,-73.93,196.45,0.508
0.55,-67.95,-72.94,191.23,0.508
0.56,-68.93,-75.9,163.77,0.508
0.58,-67.96,-73.39,180.32,0.508
0.53,-68.2,-73.14,151.0,0.508
0.59,-68.51,-73.51,179.41,0.508
0.52,-68.81,-73.37,186.02,0.508
0.54,-67.87,-72.33,159.25,0.508
0.56,-68.48,-73.29,180.95,0.508
0.52,-68.29,-72.67,188.55,0.508
0.55,-68.07,-71.97,166.46,0.508
0.55,-68.67,-73.37,192.25,0.508
0.52,-67.98,-73.15,156.4,0.508
0.56,-68.2,-74.13,167.77,0.508
0.52,-68.19,-73.68,168.41,0.508
0.59,-68.26,-72.55,145.04,0.508
0.54,-68.94,-73.91,179.77,0.508
0.51,-67.8,-72.54,159.52,0.508
0.58,-68.7,-74.47,173.59,0.508
0.53,-67.78,-72.66,179.27,0.508
0.58,-68.89,-75.01,167.11,0.508
0.54,-68.82,-73.59,192.73,0.508
0.53,-67.72,-72.24,149.83,0.508
0.57,-68.91,-74.28,186.75,0.508
0.53,-67.86,-72.84,178.73,0.508
0.53,-68.71,-72.52,163.12,0.508
0.57,-68.71,-73.66,193.0,0.508
0.52,-68.26,-72.93,158.67,0.508
0.56,-68.54,-74.45,167.79,0.508
0.55,-69.18,-73.69,135.09,0.508
0.54,-68.39,-72.76,139.65,0.508
0.56,-68.46,-73.61,163.1,0.508
0.54,-68.34,-72.76,168.07,0.508
0.57,-68.6,-73.96,161.77,0.508
0.53,-68.66,-73.17,157.85,0.508
0.57,-68.92,-75.57,150.79,0.508
0.55,-68.97,-73.7,172.43,0.508
0.55,-67.6,-72.36,164.52,0.508
0.53,-68.77,-74.73,159.29,0.508
0.53,-68.75,-73.4,186.93,0.508
0.55,-68.18,-72.65,157.23,0.508
0.58,-68.02,-74.61,165.19,0.508
0.53,-67.82,-73.41,145.06,0.508
0.57,-68.61,-74.86,161.25,0.508
0.55,-68.79,-73.65,162.4,0.508
0.57,-68.11,-72.87,155.71,0.508
0.58,-68.79,-74.76,149.71,0.508
0.53,-67.43,-72.56,162.58,0.508
0.58,-68.43,-73.98,181.64,0.508
0.54,-68.66,-73.37,154.15,0.508
0.58,-68.94,-72.99,168.68,0.508
0.56,-68.1,-73.66,177.68,0.508
0.55,-67.39,-72.63,162.02,0.508
0.59,-68.26,-74.28,175.14,0.508
0.59,-68.46,-73.23,172.91,0.508
0.59,-67.6,-72.68,151.81,0.508
0.58,-68.3,-74.56,194.82,0.508
0.56,-68.03,-72.95,180.98,0.508
0.58,-67.38,-72.62,203.65,0.508
0.58,-67.78,-73.68,178.77,0.508
0.59,-67.41,-72.68,176.59,0.508
0.62,-68.04,-74.67,192.57,0.508
0.56,-68.28,-73.34,176.45,0.508
0.6,-67.64,-75.11,213.25,0.508
0.56,-67.77,-73.36,169.5,0.508
0.58,-67.94,-72.86,183.35,0.508
0.6,-67.99,-74.52,182.73,0.508
0.55,-67.59,-73.02,176.75,0.508
0.58,-68.15,-73.17,181.87,0.508
0.56,-67.92,-73.75,174.77,0.508
0.53,-67.63,-73.05,163.29,0.508
0.59,-68.09,-74.7,192.85,0.508
0.53,-67.81,-73.27,145.08,0.508
0.58,-68.23,-73.14,172.95,0.508
0.6,-68.01,-73.76,179.7,0.508
0.58,-67.43,-72.85,171.55,0.508
0.59,-67.91,-75.23,188.27,0.508
0.56,-67.32,-73.13,148.04,0.508
0.59,-67.76,-72.92,210.81,0.508
0.55,-68.04,-74.07,167.34,0.508
